UID	LAST NAME	LAST NAME UD	FIRST NAME	FIRST NAME UD	ALIASES	ALIASES UD	ALTERNATIVE SPELLING	ALTERNATIVE SPELLING UD	CATEGORY	CATEGORY UD	TITLE	TITLE UD	SUB CATEGORY	SUB CATEGORY UD	POSITION	POSITION UD	AGE	AGE UD	DOB	DOB UD	PLACE OF BIRTH	PLAVE OF BIRTH UD	DECEASED	DECEASED UD	PASSPORTS	PASSPORTS UD	SSN	SSN UD	LOCATIONS	LOCATIONS UD	COUNTRIES	COUNTRIES UD	COMPANIES	COMPANIES UD	E/I	E/I UD	LINKED TO	LINKED TO UD	FURTHER INFORMATION	FURTHER INFORMATION UD	KEYWORDS	KEYWORDS UD	EXTERNAL SOURCES	EXTERNAL SOURCES UD	ENTERED	ENTERED UD	UPDATED	UPDATED UD	EDITOR	EDITOR UD	AGE DATE	AGE DATE UD
PEP4646	Rwamirama, Bright				Rwamirama, Bright				Individual/pep				PEP		NHNN																Uganda										NHNN											
PEP4647	Rwamukwaya, Olivier				Rwamukwaya, Olivier				Individual/pep				PEP		NHNN																Rwanda										NHNN											
PEP4648	Rwangombwa, John				Rwangombwa, John				Individual/pep				PEP		NHNN																Rwanda										NHNN											
PEP4649	Ry Tuy				Ry Tuy				Individual/pep				PEP		NHNN																Cambodia										NHNN											
PEP4650	Ryamizard Ryacudu				Ryamizard Ryacudu				Individual/pep				PEP		NHNN																Indonesia										NHNN											
PEP4651	Ryan, Scott				Ryan, Scott				Individual/pep				PEP		NHNN																Australia										NHNN											
PEP4652	Ryang Ui Gyong				Ryang Ui Gyong				Individual/pep				PEP		NHNN																Korea, North										NHNN											
PEP4653	Rycroft, Matthew				Rycroft, Matthew				Individual/pep				PEP		NHNN																United Kingdom										NHNN											
PEP4654	Ryu Mi Yong				Ryu Mi Yong				Individual/pep				PEP		NHNN																Korea, North										NHNN											
PEP4655	Saafan, Mohamed				Saafan, Mohamed				Individual/pep				PEP		NHNN																Egypt										NHNN											
PEP4656	Saar, Indrek				Saar, Indrek				Individual/pep				PEP		NHNN																Estonia										NHNN											
PEP4657	Sabah Al-Ahmad Al-Jabir Al-Sabah				Sabah Al-Ahmad Al-Jabir Al-Sabah				Individual/pep				PEP		NHNN																Kuwait										NHNN											
PEP4658	Sabah Al-Khalid Al-Hamad Al-Sabah				Sabah Al-Khalid Al-Hamad Al-Sabah				Individual/pep				PEP		NHNN																Kuwait										NHNN											
PEP4659	Sabah Al-Khalid Al-Hamad Al-Sabah				Sabah Al-Khalid Al-Hamad Al-Sabah				Individual/pep				PEP		NHNN																Kuwait										NHNN											
PEP4660	Saball Astaburuaga, Paulina				Saball Astaburuaga, Paulina				Individual/pep				PEP		NHNN																Chile										NHNN											
PEP4661	Saborido Loidi, Jose Ramon				Saborido Loidi, Jose Ramon				Individual/pep				PEP		NHNN																Cuba										NHNN											
PEP4662	Saboya Sunye, Gilbert				Saboya Sunye, Gilbert				Individual/pep				PEP		NHNN																Andorra										NHNN											
PEP4663	Sacko, Cheick				Sacko, Cheick				Individual/pep				PEP		NHNN																Guinea										NHNN											
PEP4664	Sada Solana, Carlos Manuel				Sada Solana, Carlos Manuel				Individual/pep				PEP		NHNN																Mexico										NHNN											
PEP4665	Sadang, Elbuchel				Sadang, Elbuchel				Individual/pep				PEP		NHNN																Palau										NHNN											
PEP4666	Sadang, Elbuchel				Sadang, Elbuchel				Individual/pep				PEP		NHNN																Palau										NHNN											
PEP4667	Sadi, Rene Emmanuel				Sadi, Rene Emmanuel				Individual/pep				PEP		NHNN																Cameroon										NHNN											
PEP4668	Sadissou, Yahouza				Sadissou, Yahouza				Individual/pep				PEP		NHNN																Niger										NHNN											
PEP4669	Sadou, Ibrahim Issifi				Sadou, Ibrahim Issifi				Individual/pep				PEP		NHNN																Niger										NHNN											
PEP4670	Sadurskis, Karlis				Sadurskis, Karlis				Individual/pep				PEP		NHNN																Latvia										NHNN											
PEP4671	Saeed, Mohamed				Saeed, Mohamed				Individual/pep				PEP		NHNN																Maldives										NHNN											
PEP4672	Saenz De Santamaria Anton, Soraya				Saenz De Santamaria Anton, Soraya				Individual/pep				PEP		NHNN																Spain										NHNN											
PEP4673	Saenz De Santamaria Anton, Soraya				Saenz De Santamaria Anton, Soraya				Individual/pep				PEP		NHNN																Spain										NHNN											
PEP4674	Sagadiyev, Yerlan				Sagadiyev, Yerlan				Individual/pep				PEP		NHNN																Kazakhstan										NHNN											
PEP4675	Sagintayev, Bakytzhan				Sagintayev, Bakytzhan				Individual/pep				PEP		NHNN																Kazakhstan										NHNN											
PEP4676	Sagno, Christine				Sagno, Christine				Individual/pep				PEP		NHNN																Guinea										NHNN											
PEP4677	Sahoulba, Habiba				Sahoulba, Habiba				Individual/pep				PEP		NHNN																Chad										NHNN											
PEP4678	Said, Davlatali				Said, Davlatali				Individual/pep				PEP		NHNN																Tajikistan										NHNN											
PEP4679	Said, Galal				Said, Galal				Individual/pep				PEP		NHNN																Egypt										NHNN											
PEP4680	Said, Nuriddin				Said, Nuriddin				Individual/pep				PEP		NHNN																Tajikistan										NHNN											
PEP4681	Saidova, Galina				Saidova, Galina				Individual/pep				PEP		NHNN																Uzbekistan										NHNN											
PEP4682	Saif Bin Zayid Al Nuhayyan				Saif Bin Zayid Al Nuhayyan				Individual/pep				PEP		NHNN																United Arab Emirates										NHNN											
PEP4683	Saif Bin Zayid Al Nuhayyan				Saif Bin Zayid Al Nuhayyan				Individual/pep				PEP		NHNN																United Arab Emirates										NHNN											
PEP4684	Saif, Ibrahim				Saif, Ibrahim				Individual/pep				PEP		NHNN																Jordan										NHNN											
PEP4685	Saint Malo De Alvarado, Isabel de				Saint Malo De Alvarado, Isabel de				Individual/pep				PEP		NHNN																Panama										NHNN											
PEP4686	Saint Malo De Alvarado, Isabel de				Saint Malo De Alvarado, Isabel de				Individual/pep				PEP		NHNN																Panama										NHNN											
PEP4687	Saint-Jean, Petter				Saint-Jean, Petter				Individual/pep				PEP		NHNN																Dominica										NHNN											
PEP4688	Saiqal, Mahmood				Saiqal, Mahmood				Individual/pep				PEP		NHNN																Afghanistan										NHNN											
PEP4689	Sajjan, Harjit Singh				Sajjan, Harjit Singh				Individual/pep				PEP		NHNN																Canada										NHNN											
PEP4690	Sala, Fata Pinati				Sala, Fata Pinati				Individual/pep				PEP		NHNN																Samoa										NHNN											
PEP4691	Salalima, Rodolfo				Salalima, Rodolfo				Individual/pep				PEP		NHNN																Philippines										NHNN											
PEP4692	Salam, Nawaf				Salam, Nawaf				Individual/pep				PEP		NHNN																Lebanon										NHNN											
PEP4693	Salameh, Riad				Salameh, Riad				Individual/pep				PEP		NHNN																Lebanon										NHNN											
PEP4694	Salazar Coll, Cesar				Salazar Coll, Cesar				Individual/pep				PEP		NHNN																Venezuela										NHNN											
PEP4695	Saldivar, John Birchman				Saldivar, John Birchman				Individual/pep				PEP		NHNN																Belize										NHNN											
PEP4696	Saleh Meki				Saleh Meki				Individual/pep				PEP		NHNN																Eritrea										NHNN											
PEP4697	Saleh, Mahamat Ahmat				Saleh, Mahamat Ahmat				Individual/pep				PEP		NHNN																Chad										NHNN											
PEP4698	Salehi, Ali Akbar				Salehi, Ali Akbar				Individual/pep				PEP		NHNN																Iran										NHNN											
PEP4699	Salem, Abdeljelil Ben				Salem, Abdeljelil Ben				Individual/pep				PEP		NHNN																Tunisia										NHNN											
PEP4700	Salem, Sidi Ould				Salem, Sidi Ould				Individual/pep				PEP		NHNN																Mauritania										NHNN											
PEP4701	Salem, Zeinebou Mint Ely				Salem, Zeinebou Mint Ely				Individual/pep				PEP		NHNN																Mauritania										NHNN											
PEP4702	Saleumxai Kommasit				Saleumxai Kommasit				Individual/pep				PEP		NHNN																Laos										NHNN											
PEP4703	Salifou, Barmou				Salifou, Barmou				Individual/pep				PEP		NHNN																Niger										NHNN											
PEP4704	Salim Al-Abdallah Al-Jabir Al-Sabah				Salim Al-Abdallah Al-Jabir Al-Sabah				Individual/pep				PEP		NHNN																Kuwait										NHNN											
PEP4705	Salim, Farhod				Salim, Farhod				Individual/pep				PEP		NHNN																Tajikistan										NHNN											
PEP4706	Salimzoda, Nusratullo				Salimzoda, Nusratullo				Individual/pep				PEP		NHNN																Tajikistan										NHNN											
PEP4707	Salinas, Mario				Salinas, Mario				Individual/pep				PEP		NHNN																Nicaragua										NHNN											
PEP4708	Salissou, Habi Mahamadou				Salissou, Habi Mahamadou				Individual/pep				PEP		NHNN																Niger										NHNN											
PEP4709	Salkic, Ramiz				Salkic, Ramiz				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - Republika Srpska Govt.										NHNN											
PEP4710	Sall, Macky				Sall, Macky				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP4711	Salleh Tun Said Keruak, Mohd				Salleh Tun Said Keruak, Mohd				Individual/pep				PEP		NHNN																Malaysia										NHNN											
PEP4712	Salma Hassen				Salma Hassen				Individual/pep				PEP		NHNN																Eritrea										NHNN											
PEP4713	Salman Al-Sabah Al-Salim Al-Sabah				Salman Al-Sabah Al-Salim Al-Sabah				Individual/pep				PEP		NHNN																Kuwait										NHNN											
PEP4714	Salman Al-Sabah Al-Salim Al-Sabah				Salman Al-Sabah Al-Salim Al-Sabah				Individual/pep				PEP		NHNN																Kuwait										NHNN											
PEP4715	Salman Bin Abd Al-Aziz Al Saud				Salman Bin Abd Al-Aziz Al Saud				Individual/pep				PEP		NHNN																Saudi Arabia										NHNN											
PEP4716	Salman Bin Hamad Al Khalifa				Salman Bin Hamad Al Khalifa				Individual/pep				PEP		NHNN																Bahrain										NHNN											
PEP4717	Sam Hou Fai				Sam Hou Fai				Individual/pep				PEP		NHNN																China - Macau										NHNN											
PEP4718	Sam-Sumana, Samuel				Sam-Sumana, Samuel				Individual/pep				PEP		NHNN																Sierra Leone										NHNN											
PEP4719	Samak, Vele				Samak, Vele				Individual/pep				PEP		NHNN																Macedonia										NHNN											
PEP4720	Samarasinghe, Mahinda				Samarasinghe, Mahinda				Individual/pep				PEP		NHNN																Sri Lanka										NHNN											
PEP4721	Samaraweera, Mangala Pinsiri				Samaraweera, Mangala Pinsiri				Individual/pep				PEP		NHNN																Sri Lanka										NHNN											
PEP4722	Samarawickrema, Malik				Samarawickrema, Malik				Individual/pep				PEP		NHNN																Sri Lanka										NHNN											
PEP4723	Samatar, Sahra Mohamed Ali				Samatar, Sahra Mohamed Ali				Individual/pep				PEP		NHNN																Somalia										NHNN											
PEP4724	Sambou, Benoit				Sambou, Benoit				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP4725	Samphao Phaisit				Samphao Phaisit				Individual/pep				PEP		NHNN																Laos										NHNN											
PEP4726	Samrieh, Hassan Idriss				Samrieh, Hassan Idriss				Individual/pep				PEP		NHNN																Djibouti										NHNN											
PEP4727	Samuda, Karl				Samuda, Karl				Individual/pep				PEP		NHNN																Jamaica										NHNN											
PEP4728	Samuel, Rodger				Samuel, Rodger				Individual/pep				PEP		NHNN																Trinidad and Tobago										NHNN											
PEP4729	Samuel, Roger				Samuel, Roger				Individual/pep				PEP		NHNN																Trinidad and Tobago										NHNN											
PEP4730	Samuels Milson, Sydney Alexander				Samuels Milson, Sydney Alexander				Individual/pep				PEP		NHNN																Guatemala										NHNN											
PEP4731	Samuelsen, Anders				Samuelsen, Anders				Individual/pep				PEP		NHNN																Denmark										NHNN											
PEP4732	Samukai, Brownie				Samukai, Brownie				Individual/pep				PEP		NHNN																Liberia										NHNN											
PEP4733	Sana-Congo, Aminata				Sana-Congo, Aminata				Individual/pep				PEP		NHNN																Burkina Faso										NHNN											
PEP4734	Sanaba, Kaba				Sanaba, Kaba				Individual/pep				PEP		NHNN																Guinea										NHNN											
PEP4735	Sanches, Marcelino Leal				Sanches, Marcelino Leal				Individual/pep				PEP		NHNN																Sao Tome and Principe										NHNN											
PEP4736	Sanchez Ceren, Salvador				Sanchez Ceren, Salvador				Individual/pep				PEP		NHNN																El Salvador										NHNN											
PEP4737	Sanchez Fernandez, Luis Alberto				Sanchez Fernandez, Luis Alberto				Individual/pep				PEP		NHNN																Bolivia										NHNN											
PEP4738	Sanchez Oviedo, Olga Marta				Sanchez Oviedo, Olga Marta				Individual/pep				PEP		NHNN																Costa Rica										NHNN											
PEP4739	Sanchez Romero, Cecilia				Sanchez Romero, Cecilia				Individual/pep				PEP		NHNN																Costa Rica										NHNN											
PEP4740	Sanchez Romero, Cecilia				Sanchez Romero, Cecilia				Individual/pep				PEP		NHNN																Costa Rica										NHNN											
PEP4741	Sanchez, Reinaldo				Sanchez, Reinaldo				Individual/pep				PEP		NHNN																Honduras										NHNN											
PEP4742	Sancho, Brent				Sancho, Brent				Individual/pep				PEP		NHNN																Trinidad and Tobago										NHNN											
PEP4743	Sandberg, Per				Sandberg, Per				Individual/pep				PEP		NHNN																Norway										NHNN											
PEP4744	Sandoval Cojulun, Jose Alberto Antonio				Sandoval Cojulun, Jose Alberto Antonio				Individual/pep				PEP		NHNN																Guatemala										NHNN											
PEP4745	Sangare, Tiemoko				Sangare, Tiemoko				Individual/pep				PEP		NHNN																Mali										NHNN											
PEP4746	Sanguino, Ricardo				Sanguino, Ricardo				Individual/pep				PEP		NHNN																Venezuela										NHNN											
PEP4747	Sanjoyo, Eko Putro				Sanjoyo, Eko Putro				Individual/pep				PEP		NHNN																Indonesia										NHNN											
PEP4748	Sanner, Jan Tore				Sanner, Jan Tore				Individual/pep				PEP		NHNN																Norway										NHNN											
PEP4749	Sanogo, Mamadou				Sanogo, Mamadou				Individual/pep				PEP		NHNN																Cote d'Ivoire										NHNN											
PEP4750	Sanou, Stephane				Sanou, Stephane				Individual/pep				PEP		NHNN																Burkina Faso										NHNN											
PEP4751	Santos Calderon, Juan Manuel				Santos Calderon, Juan Manuel				Individual/pep				PEP		NHNN																Colombia										NHNN											
PEP4752	Santos Lopez, Samuel				Santos Lopez, Samuel				Individual/pep				PEP		NHNN																Nicaragua										NHNN											
PEP4753	Santos, Capoulas				Santos, Capoulas				Individual/pep				PEP		NHNN																Portugal										NHNN											
PEP4754	Santos, Gustavo				Santos, Gustavo				Individual/pep				PEP		NHNN																Argentina										NHNN											
PEP4755	Sanyang, Ismaila				Sanyang, Ismaila				Individual/pep				PEP		NHNN																Gambia, The										NHNN											
PEP4756	Sanza, Andre Moke				Sanza, Andre Moke				Individual/pep				PEP		NHNN																Congo, Democratic Republic of the										NHNN											
PEP4757	Sapardurdyyew, Nursahet				Sapardurdyyew, Nursahet				Individual/pep				PEP		NHNN																Turkmenistan										NHNN											
PEP4758	Sapin, Michel				Sapin, Michel				Individual/pep				PEP		NHNN																France										NHNN											
PEP4759	Sapoen, Raymond				Sapoen, Raymond				Individual/pep				PEP		NHNN																Suriname										NHNN											
PEP4760	Sapoka, Vilius				Sapoka, Vilius				Individual/pep				PEP		NHNN																Lithuania										NHNN											
PEP4761	Sar Kheng				Sar Kheng				Individual/pep				PEP		NHNN																Cambodia										NHNN											
PEP4762	Sar Kheng				Sar Kheng				Individual/pep				PEP		NHNN																Cambodia										NHNN											
PEP4763	Sarandji, Simplice				Sarandji, Simplice				Individual/pep				PEP		NHNN																Central African Republic										NHNN											
PEP4764	Sareer, Ahmed				Sareer, Ahmed				Individual/pep				PEP		NHNN																Maldives										NHNN											
PEP4765	Sareer, Ahmed				Sareer, Ahmed				Individual/pep				PEP		NHNN																Maldives										NHNN											
PEP4766	Sargsian, Serzh				Sargsian, Serzh				Individual/pep				PEP		NHNN																Armenia										NHNN											
PEP4767	Sargsyan, Vigen				Sargsyan, Vigen				Individual/pep				PEP		NHNN																Armenia										NHNN											
PEP4768	Sarieva, Elvira				Sarieva, Elvira				Individual/pep				PEP		NHNN																Kyrgyzstan										NHNN											
PEP4769	Sarimsakovic, Turkic				Sarimsakovic, Turkic				Individual/pep				PEP		NHNN																Kyrgyzstan										NHNN											
PEP4770	Sarki, Aboubakary				Sarki, Aboubakary				Individual/pep				PEP		NHNN																Cameroon										NHNN											
PEP4771	Sarney Filho, Jose				Sarney Filho, Jose				Individual/pep				PEP		NHNN																Brazil										NHNN											
PEP4772	Sarouma, Abdallah Said				Sarouma, Abdallah Said				Individual/pep				PEP		NHNN																Comoros										NHNN											
PEP4773	Sarovic, Mirko				Sarovic, Mirko				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - National Govt.										NHNN											
PEP4774	Sarovic, Mirko				Sarovic, Mirko				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - National Govt.										NHNN											
PEP4775	Sarr, Alioune				Sarr, Alioune				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP4776	Sarr, Anta				Sarr, Anta				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP4777	Sarr, Diene Farba				Sarr, Diene Farba				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP4778	Sarsembiev, Bakyt				Sarsembiev, Bakyt				Individual/pep				PEP		NHNN																Kyrgyzstan										NHNN											
PEP4779	Sasae, Kenichiro				Sasae, Kenichiro				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP4780	Sassou-Nguesso, Denis				Sassou-Nguesso, Denis				Individual/pep				PEP		NHNN																Congo, Republic of the										NHNN											
PEP4781	Satari-Khavas, Sorena				Satari-Khavas, Sorena				Individual/pep				PEP		NHNN																Iran										NHNN											
PEP4782	Satlykow, Satlyk				Satlykow, Satlyk				Individual/pep				PEP		NHNN																Turkmenistan										NHNN											
PEP4783	Sauer, Kai Jurgen Mikael				Sauer, Kai Jurgen Mikael				Individual/pep				PEP		NHNN																Finland										NHNN											
PEP4784	Savanovic, Milenko				Savanovic, Milenko				Individual/pep				PEP		NHNN																Bosnia and Herzegovina - Republika Srpska Govt.										NHNN											
PEP4785	Savarin, Charles				Savarin, Charles				Individual/pep				PEP		NHNN																Dominica										NHNN											
PEP4786	Sawadogo, Clement				Sawadogo, Clement				Individual/pep				PEP		NHNN																Burkina Faso										NHNN											
PEP4787	Sawadogo, Fliliga Michel				Sawadogo, Fliliga Michel				Individual/pep				PEP		NHNN																Burkina Faso										NHNN											
PEP4788	Sawmynaden, Yogida				Sawmynaden, Yogida				Individual/pep				PEP		NHNN																Mauritius										NHNN											
PEP4789	Say Samal				Say Samal				Individual/pep				PEP		NHNN																Cambodia										NHNN											
PEP4790	Sayan Kaya, Fatma Betul				Sayan Kaya, Fatma Betul				Individual/pep				PEP		NHNN																Turkey										NHNN											
PEP4791	Sayed-Khaiyum, Aiyaz				Sayed-Khaiyum, Aiyaz				Individual/pep				PEP		NHNN																Fiji										NHNN											
PEP4792	Sayed-Khaiyum, Aiyaz				Sayed-Khaiyum, Aiyaz				Individual/pep				PEP		NHNN																Fiji										NHNN											
PEP4793	Sayenko, Oleksandr				Sayenko, Oleksandr				Individual/pep				PEP		NHNN																Ukraine										NHNN											
PEP4794	Sayid Al-Mutasim Bin Hamud Al-Busaidi				Sayid Al-Mutasim Bin Hamud Al-Busaidi				Individual/pep				PEP		NHNN																Oman										NHNN											
PEP4795	Sayid, Isam bin Saad bin				Sayid, Isam bin Saad bin				Individual/pep				PEP		NHNN																Saudi Arabia										NHNN											
PEP4796	Sbihi, Mohamed Amine				Sbihi, Mohamed Amine				Individual/pep				PEP		NHNN																Morocco										NHNN											
PEP4797	Schaeuble, Wolfgang				Schaeuble, Wolfgang				Individual/pep				PEP		NHNN																Germany										NHNN											
PEP4798	Schelling, Hans Joerg				Schelling, Hans Joerg				Individual/pep				PEP		NHNN																Austria										NHNN											
PEP4799	Schippers, Edith				Schippers, Edith				Individual/pep				PEP		NHNN																Netherlands										NHNN											
PEP4800	Schlettwein, Calle				Schlettwein, Calle				Individual/pep				PEP		NHNN																Namibia										NHNN											
PEP4801	Schmidt, Christian				Schmidt, Christian				Individual/pep				PEP		NHNN																Germany										NHNN											
PEP4802	Schmit, Nicolas				Schmit, Nicolas				Individual/pep				PEP		NHNN																Luxembourg										NHNN											
PEP4803	Schneider, Etienne				Schneider, Etienne				Individual/pep				PEP		NHNN																Luxembourg										NHNN											
PEP4804	Schneider, Etienne				Schneider, Etienne				Individual/pep				PEP		NHNN																Luxembourg										NHNN											
PEP4805	Schneider, Etienne				Schneider, Etienne				Individual/pep				PEP		NHNN																Luxembourg										NHNN											
PEP4806	Schneider, Etienne				Schneider, Etienne				Individual/pep				PEP		NHNN																Luxembourg										NHNN											
PEP4807	Schneider, Romain				Schneider, Romain				Individual/pep				PEP		NHNN																Luxembourg										NHNN											
PEP4808	Schneider-Ammann, Johann				Schneider-Ammann, Johann				Individual/pep				PEP		NHNN																Switzerland										NHNN											
PEP4809	Schnepf, Ryszard				Schnepf, Ryszard				Individual/pep				PEP		NHNN																Poland										NHNN											
PEP4810	Schultz Van Haegen-Maas Geesteranus, Melanie				Schultz Van Haegen-Maas Geesteranus, Melanie				Individual/pep				PEP		NHNN																Netherlands										NHNN											
PEP4811	Schuwer, Hendrik				Schuwer, Hendrik				Individual/pep				PEP		NHNN																Netherlands										NHNN											
PEP4812	Schwesig, Manuela				Schwesig, Manuela				Individual/pep				PEP		NHNN																Germany										NHNN											
PEP4813	Scicluna, Edward				Scicluna, Edward				Individual/pep				PEP		NHNN																Malta										NHNN											
PEP4814	Scott, Leah				Scott, Leah				Individual/pep				PEP		NHNN																Bermuda										NHNN											
PEP4815	Scott, Wayne				Scott, Wayne				Individual/pep				PEP		NHNN																Bermuda										NHNN											
PEP4816	Scotty, Charmaine				Scotty, Charmaine				Individual/pep				PEP		NHNN																Nauru										NHNN											
PEP4817	Scotty, Charmaine				Scotty, Charmaine				Individual/pep				PEP		NHNN																Nauru										NHNN											
PEP4818	Scotty, Charmaine				Scotty, Charmaine				Individual/pep				PEP		NHNN																Nauru										NHNN											
PEP4819	Scullion, Nigel Gregory				Scullion, Nigel Gregory				Individual/pep				PEP		NHNN																Australia										NHNN											
PEP4820	Sealy, Richard				Sealy, Richard				Individual/pep				PEP		NHNN																Barbados										NHNN											
PEP4821	Sebastian, Cuthbert Montraville				Sebastian, Cuthbert Montraville				Individual/pep				PEP		NHNN																Saint Kitts and Nevis										NHNN											
PEP4822	Sebatane, Eliachim Molapi				Sebatane, Eliachim Molapi				Individual/pep				PEP		NHNN																Lesotho										NHNN											
PEP4823	Sebhat Ephrem				Sebhat Ephrem				Individual/pep				PEP		NHNN																Eritrea										NHNN											
PEP4824	Seck, Fode				Seck, Fode				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP4825	Seck, Papa Abdoulaye				Seck, Papa Abdoulaye				Individual/pep				PEP		NHNN																Senegal										NHNN											
PEP4826	Seddiki, Abdesslam				Seddiki, Abdesslam				Individual/pep				PEP		NHNN																Morocco										NHNN											
PEP4827	Sediq, Khalilullah				Sediq, Khalilullah				Individual/pep				PEP		NHNN																Afghanistan										NHNN											
PEP4828	Seemungal, Jairam				Seemungal, Jairam				Individual/pep				PEP		NHNN																Trinidad and Tobago										NHNN											
PEP4829	Seemungal, Jairam				Seemungal, Jairam				Individual/pep				PEP		NHNN																Trinidad and Tobago										NHNN											
PEP4830	Seepersad-Bachan, Carolyn				Seepersad-Bachan, Carolyn				Individual/pep				PEP		NHNN																Trinidad and Tobago										NHNN											
PEP4831	Seeruttun, Mahen				Seeruttun, Mahen				Individual/pep				PEP		NHNN																Mauritius										NHNN											
PEP4832	Segizbaev, Abdil				Segizbaev, Abdil				Individual/pep				PEP		NHNN																Kyrgyzstan										NHNN											
PEP4833	Sehovic, Damir				Sehovic, Damir				Individual/pep				PEP		NHNN																Montenegro										NHNN											
PEP4834	Seif, Valiollah				Seif, Valiollah				Individual/pep				PEP		NHNN																Iran										NHNN											
PEP4835	Sein Win				Sein Win				Individual/pep				PEP		NHNN																Burma										NHNN											
PEP4836	Sejko, Gent				Sejko, Gent				Individual/pep				PEP		NHNN																Albania										NHNN											
PEP4837	Sekeramayi, Sydney Tigere				Sekeramayi, Sydney Tigere				Individual/pep				PEP		NHNN																Zimbabwe										NHNN											
PEP4838	Sekhamane, Tlohang				Sekhamane, Tlohang				Individual/pep				PEP		NHNN																Lesotho										NHNN											
PEP4839	Seko, Hiroshige				Seko, Hiroshige				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP4840	Seko, Hiroshige				Seko, Hiroshige				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP4841	Seko, Hiroshige				Seko, Hiroshige				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP4842	Seko, Hiroshige				Seko, Hiroshige				Individual/pep				PEP		NHNN																Japan										NHNN											
PEP4843	Sekulic, Dragica				Sekulic, Dragica				Individual/pep				PEP		NHNN																Montenegro										NHNN											
PEP4844	Selakovic, Nikola				Selakovic, Nikola				Individual/pep				PEP		NHNN																Serbia										NHNN											
PEP4845	Seli, Mbogo Ngabo				Seli, Mbogo Ngabo				Individual/pep				PEP		NHNN																Chad										NHNN											
PEP4846	Sellal, Abdelmalek				Sellal, Abdelmalek				Individual/pep				PEP		NHNN																Algeria										NHNN											
PEP4847	Semashko, Vladimir				Semashko, Vladimir				Individual/pep				PEP		NHNN																Belarus										NHNN											
PEP4848	Semedo, Odete				Semedo, Odete				Individual/pep				PEP		NHNN																Guinea-Bissau										NHNN											
PEP4849	Semeleer, J. R.				Semeleer, J. R.				Individual/pep				PEP		NHNN																Aruba										NHNN											
PEP4850	Semerak, Ostap				Semerak, Ostap				Individual/pep				PEP		NHNN																Ukraine										NHNN											
PEP4851	Semere Russom				Semere Russom				Individual/pep				PEP		NHNN																Eritrea										NHNN											
PEP4852	Semjen, Zsolt				Semjen, Zsolt				Individual/pep				PEP		NHNN																Hungary										NHNN											
PEP4853	Semodji, Kokou				Semodji, Kokou				Individual/pep				PEP		NHNN																Togo										NHNN											
PEP4854	Semodji, Mawussi Djossou				Semodji, Mawussi Djossou				Individual/pep				PEP		NHNN																Togo										NHNN											
PEP4855	Sendic, Raul				Sendic, Raul				Individual/pep				PEP		NHNN																Uruguay										NHNN											
PEP4856	Sendolo, Patrick				Sendolo, Patrick				Individual/pep				PEP		NHNN																Liberia										NHNN											
PEP4857	Seneviratne, W.D.J.				Seneviratne, W.D.J.				Individual/pep				PEP		NHNN																Sri Lanka										NHNN											
PEP4858	Sengduan Lachanthaboun				Sengduan Lachanthaboun				Individual/pep				PEP		NHNN																Laos										NHNN											
PEP4859	Sengebau, Flemming Umiich				Sengebau, Flemming Umiich				Individual/pep				PEP		NHNN																Palau										NHNN											
PEP4860	Senghore, Aboubacar				Senghore, Aboubacar				Individual/pep				PEP		NHNN																Gambia, The										NHNN											
PEP4861	Seninde, Rosemary				Seninde, Rosemary				Individual/pep				PEP		NHNN																Uganda										NHNN											
PEP4862	Senrathne, Rajitha				Senrathne, Rajitha				Individual/pep				PEP		NHNN																Sri Lanka										NHNN											
PEP4863	Sentamu, Ruth Nankabirwa				Sentamu, Ruth Nankabirwa				Individual/pep				PEP		NHNN																Uganda										NHNN											
PEP4864	Seretse, Vincent				Seretse, Vincent				Individual/pep				PEP		NHNN																Botswana										NHNN											
PEP4865	Sergeenko, Davit				Sergeenko, Davit				Individual/pep				PEP		NHNN																Georgia										NHNN											
PEP4866	Sergelen, Purev				Sergelen, Purev				Individual/pep				PEP		NHNN																Mongolia										NHNN											
PEP4867	Serra, Jose				Serra, Jose				Individual/pep				PEP		NHNN																Brazil										NHNN											
PEP4868	Sertic, Zeljko				Sertic, Zeljko				Individual/pep				PEP		NHNN																Serbia										NHNN											
PEP4869	Serufuli Ngayabaseka, Eugene				Serufuli Ngayabaseka, Eugene				Individual/pep				PEP		NHNN																Congo, Democratic Republic of the										NHNN											
PEP4870	Seruiratu, Inia				Seruiratu, Inia				Individual/pep				PEP		NHNN																Fiji										NHNN											
PEP4871	Seruiratu, Inia				Seruiratu, Inia				Individual/pep				PEP		NHNN																Fiji										NHNN											
